,x_gt_1,x_gt_2,x_gt_3,x_gt_4,x_gt_5,y_gt
22,0.3908315125348084,0.15274927119024612,0.05969922869787352,0.15274927119024612,0.3908315125348084,-0.3287450082402338
23,0.44025591566327926,0.19382527127651247,0.0853327222845245,0.19382527127651247,0.44025591566327926,-0.4950864838315515
24,0.5264429769236613,0.27714220795224653,0.14589956898557707,0.27714220795224653,0.5264429769236613,-0.7688644242115341
25,0.5785971070359767,0.33477461227040145,0.19369962216874506,0.33477461227040145,0.5785971070359767,-0.9210914902268701
26,0.6779441690039244,0.45960829628642164,0.31158876449320755,0.45960829628642164,0.6779441690039244,-1.1740771883515977
27,0.7365416983616724,0.5424936734254968,0.39956921157527786,0.5424936734254968,0.7365416983616724,-1.2956894129978163
28,0.724862324919373,0.5254253900875187,0.3808610698305072,0.5254253900875187,0.724862324919373,-1.2732850803568883
29,0.7815510076523137,0.6108219775623469,0.4773885320600311,0.6108219775623469,0.7815510076523137,-1.3728256479315568
30,0.8964229128904184,0.8035740387549427,0.7203421805438237,0.8035740387549427,0.8964229128904184,-1.4955613648215809
31,0.977198680547665,0.9549172612640975,0.9331438877394659,0.9549172612640975,0.977198680547665,-1.5085708448225255
32,0.9818192470455955,0.9639690338691802,0.9464433510087087,0.9639690338691802,0.9818192470455955,-1.5072874313533755
33,1.073928243347028,1.1533218718584335,1.2385849318586337,1.1533218718584335,1.073928243347028,-1.4319661441113665
34,1.0952392694127855,1.199549057263852,1.3137932331024569,1.199549057263852,1.0952392694127855,-1.4003328400099182
35,1.180081587947459,1.3925925542125965,1.6433728327390091,1.3925925542125965,1.180081587947459,-1.2169977904200469
36,1.2192793068440946,1.4866420280982158,1.8126318615448915,1.4866420280982158,1.2192793068440946,-1.099542322866487
37,1.3082883076780323,1.7116182960070496,2.2392902038738205,1.7116182960070496,1.3082883076780323,-0.7498760053636442
38,1.4058012344557893,1.976277110797421,2.7782528019857353,1.976277110797421,1.4058012344557893,-0.224325919997872
39,1.4284507530188364,2.0404715538000806,2.9147131275392404,2.0404715538000806,1.4284507530188364,-0.07951254780856942
40,1.4667645855613762,2.1513983494570357,3.1555949084187778,2.1513983494570357,1.4667645855613762,0.1858968154487446
41,1.6011292861188016,2.563614990867303,4.104679040210823,2.563614990867303,1.6011292861188016,1.3310797604360474
42,1.6259616712802094,2.6437513564723316,4.298638374019073,2.6437513564723316,1.6259616712802094,1.5812082082623924
43,1.6427027409472585,2.698472295115636,4.432787835556695,2.698472295115636,1.6427027409472585,1.7569167758186914
44,1.7657496102997559,3.1178716862737397,5.505380715002499,3.1178716862737397,1.7657496102997559,3.230459584059501
45,1.8529449758192758,3.4334050834138963,6.361910699264141,3.4334050834138963,1.8529449758192758,4.479131653874731
46,1.8473041006951734,3.412532440445203,6.303985170989732,3.412532440445203,1.8473041006951734,4.392985744498404
47,1.9035635977571648,3.623554370706201,6.897666194570195,3.623554370706201,1.9035635977571648,5.28636595174159
48,2.005065471282423,4.020287544129005,8.060939739359878,4.020287544129005,2.005065471282423,7.096577846294418
49,2.013971996659399,4.056083203328247,8.168837987623641,4.056083203328247,2.013971996659399,7.268012572424411
